"060759804011000","2401",1.000000
"060750179021003","2401",0.999992
"060750179021003",,0.000008
"060759901000004","2401",1.000000
"060759809001000","3038",0.801031
"060750354001007","2401",1.000000
"060750354001008","2401",1.000000
"060750352012004","2401",1.000000
"060759809001002","3038",0.644370
"060750354001003","2401",1.000000
"060750354001002","2428",1.000000
"060750354001006","2401",1.000000
"060759809001035","3038",1.000000
"060759809001036","3038",1.000000
"060750354001001","2428",1.000000
"060759809001033","3038",1.000000
"060759809001027","3012",0.913149
"060750354001000","2428",1.000000
"060759809001019","3012",1.000000
"060750354002002","2429",1.000000
"060759809001020","3012",1.000000
"060750354002001","2429",1.000000
"060750354002000","2429",1.000000
"060759809001021","3012",1.000000
"060750353006001","2429",1.000000
"060759809001025","3012",1.000000
"060750353001001","2429",1.000000
"060750353006000","2429",1.000000
"060759809001055","3012",1.000000
"060759809001056","3012",1.000000
"060759809001110","3012",1.000000
"060750329011008","2431",1.000000
"060750353001002","2429",1.000000
"060750251003005","3012",1.000000
"060750304003003","2710",1.000000
"060750304003004","2719",1.000000
"060750304003005","2719",1.000000
"060750304003006","2719",1.000000
"060750304003007","2718",1.000000
"060750304003008","2718",1.000000
"060750328021007","2434",1.000000
"060750328021008","2434",1.000000
"060750329011003","2432",1.000000
"060750329011004","2431",1.000000
"060750329011005","2431",1.000000
"060750329011006","2431",1.000000
"060750329011007","2431",1.000000
"060750329011009","2431",1.000000
"060750251003004","3926",1.000000
"060750251003003","3926",1.000000
"060750304002004","2710",1.000000
"060750304003012","2710",1.000000
"060750304003002","2710",1.000000
"060750304003001","2710",1.000000
"060750303023009","2711",1.000000
"060750303023015","2718",1.000000
"060750328011000","2434",1.000000
"060750328011001","2434",1.000000
"060750328011002","2434",1.000000
"060750328021004","2426",1.000000
"060750329011000","2432",1.000000
"060750329011002","2432",1.000000
"060750329011001","2432",1.000000
"060750251003007","3926",1.000000
"060750251003008","3926",1.000000
"060750251003012","3926",1.000000
"060750251003011","3926",1.000000
"060750304001012","2715",1.000000
"060750304002003","2710",1.000000
"060750304003000","2710",1.000000
"060750303023016","2718",1.000000
"060750229033004","3916",1.000000
"060750251001006","3925",1.000000
"060750304001013","2715",1.000000
"060750304001001","2715",1.000000
"060750304001010","2715",1.000000
"060750304001009","2715",1.000000
"060750304001008","2715",1.000000
"060750304002002","2715",1.000000
"060750229033003","3916",1.000000
"060750251001007","3925",1.000000
"060750305003003","2716",0.916251
"060750305003001","2716",0.643085
"060750305003001","2717",0.356914
"060750305001005","2709",1.000000
"060750229022005","3916",1.000000
"060750305002006","2717",1.000000
"060750305002004","2717",1.000000
"060750305001011","2709",1.000000
"060750204021000","3835",1.000000
"060750229022004","3915",1.000000
"060750204021006","3835",1.000000
"060750204021013","3836",1.000000
"060750229022003","3914",1.000000
