Ballots with first choice:,Number of Ballots,Adrienne Bennett ranked in top 3,Dale Crafts ranked in top 3,Eric Brakey ranked in top 3
Adrienne Bennett,150.14760789800008,150.14760789800008,69.77637229300004,42.570697507000006
Dale Crafts,225.54472530099986,100.85652996000006,225.54472530099986,57.44624963500002
Eric Brakey,112.87776446600007,37.68379337100001,45.04463849600002,112.87776446600007
