candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
RYAN LAM,4.013,950.0,0.0,4.013,950.0,85.0,4.385,1035.0,-1035.0,0.0,0.0,
NOMVULA O'MEARA,1.174,278.0,0.0,1.174,278.0,-278.0,0.0,0.0,0.0,0.0,0.0,
DEAN PRESTON,47.472,11239.0,0.0,47.472,11239.0,70.0,47.913,11309.0,414.0,50.398,11723.0,
writeIns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
VALLIE BROWN,47.341,11208.0,0.0,47.341,11208.0,51.0,47.702,11259.0,279.0,49.602,11538.0,
exhaust,0.0,40.0,0.0,0.0,40.0,72.0,0.0,112.0,342.0,0.0,454.0,
colsum,100.0,23715.0,0.0,100.0,23715.0,0.0,100.0,23715.0,0.0,100.0,23715.0,
