C:\Cambridge\Election2009\Council\Tuesday\Council Transfer Report


*** COUNT 2 ***

   000502-00-0329:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0570:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000101-00-0610:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0626:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000101-00-0650:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0679:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000101-00-0774:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0787:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0814:  Toomey, Jr., Timothy J. --> Maher, David P.
   000101-00-0824:  Toomey, Jr., Timothy J. --> Flanagan, Mark F.
   000101-00-0851:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000101-00-0868:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000101-00-0890:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000101-00-0905:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000101-00-0918:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000101-00-0944:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000101-00-0961:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0995:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000303-00-0233:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000303-00-0412:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000303-00-0500:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000901-00-0290:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000901-00-0900:  Toomey, Jr., Timothy J. --> Maher, David P.
   000503-00-0021:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000503-00-0790:  Toomey, Jr., Timothy J. --> Maher, David P.
   000503-00-0914:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000503-00-0952:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001001-00-0403:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001001-00-0709:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   001003-00-0282:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000801-00-0271:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000801-00-0465:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000201-00-0253:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000201-00-0399:  Toomey, Jr., Timothy J. --> Maher, David P.
   000201-00-0471:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000201-00-0554:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000201-00-0631:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001103-00-0185:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001103-00-0306:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001103-00-0576:  Toomey, Jr., Timothy J. --> Maher, David P.
   001103-00-0715:  Toomey, Jr., Timothy J. --> Maher, David P.
   001103-00-0823:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001103-00-1078:  Toomey, Jr., Timothy J. --> Maher, David P.
   001103-00-1216:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   001103-00-1383:  Toomey, Jr., Timothy J. --> Maher, David P.
   000603-00-0149:  Toomey, Jr., Timothy J. --> Maher, David P.
   000603-00-0236:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000603-00-0379:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000603-00-0571:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000603-00-0639:  Toomey, Jr., Timothy J. --> Adkins, Lawrence J.
   000603-00-0778:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000803-00-0076:  Toomey, Jr., Timothy J. --> Leavitt, Neal W.
   001002-00-0926:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000301-00-0007:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000301-00-0078:  Toomey, Jr., Timothy J. --> Maher, David P.
   000301-00-0103:  Toomey, Jr., Timothy J. --> Maher, David P.
   000301-00-0119:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0140:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000301-00-0162:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000301-00-0201:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000301-00-0219:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000301-00-0234:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0247:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0268:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0279:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0293:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000301-00-0323:  Toomey, Jr., Timothy J. --> Maher, David P.
   000301-00-0342:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000301-00-0400:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0428:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0448:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0457:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000301-00-0492:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0518:  Toomey, Jr., Timothy J. --> Maher, David P.
   000301-00-0533:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0551:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000301-00-0566:  Toomey, Jr., Timothy J. --> Maher, David P.
   000301-00-0600:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000301-00-0614:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0632:  Toomey, Jr., Timothy J. --> Flanagan, Mark F.
   000301-00-0654:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0672:  Toomey, Jr., Timothy J. --> Flanagan, Mark F.
   000301-00-0701:  Toomey, Jr., Timothy J. --> vanBeuzekom, Minka Y.
   000301-00-0747:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000301-00-0793:  Toomey, Jr., Timothy J. --> Maher, David P.
   000301-00-0839:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000701-00-0394:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000102-00-0029:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000102-00-0058:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000102-00-0077:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0089:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000102-00-0109:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0127:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0143:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0174:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000102-00-0189:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0203:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0215:  Toomey, Jr., Timothy J. --> Leavitt, Neal W.
   000102-00-0227:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0237:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0251:  Toomey, Jr., Timothy J. --> Moree, Gregg J.
   000102-00-0302:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0317:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000102-00-0336:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0350:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0364:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0400:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000102-00-0410:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0421:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000102-00-0437:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0463:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000102-00-0476:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0496:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000102-00-0511:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0540:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000102-00-0579:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0591:  Toomey, Jr., Timothy J. --> vanBeuzekom, Minka Y.
   000102-00-0606:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0644:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0654:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0670:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0706:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000102-00-0724:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0749:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0769:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000102-00-0778:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0792:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000102-00-0802:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-0837:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000102-00-0849:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000102-00-0889:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000102-00-0937:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000102-00-0958:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000102-00-0984:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000102-00-1007:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000102-00-1023:  Toomey, Jr., Timothy J. --> Maher, David P.
   000102-00-1046:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000102-00-1068:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000102-00-1106:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000102-00-1118:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000802-00-0647:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000702-00-0138:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   001101-00-0183:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   001101-00-0325:  Toomey, Jr., Timothy J. --> Williamson, James M.
   000401-00-0094:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000401-00-0694:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000402-00-0068:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000402-00-0560:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000602-00-0550:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000501-00-0254:  Toomey, Jr., Timothy J. --> Leavitt, Neal W.
   000501-00-0398:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000903-00-0049:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000903-00-0216:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000903-00-0743:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000903-00-0803:  Toomey, Jr., Timothy J. --> Maher, David P.
   000903-00-0919:  Toomey, Jr., Timothy J. --> Maher, David P.
   000903-00-1145:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000103-00-0048:  Toomey, Jr., Timothy J. --> Glick, Silvia P.
   000103-00-0071:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0082:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0121:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0177:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0216:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0229:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0255:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0278:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0287:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000103-00-0297:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000103-00-0316:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000103-00-0334:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0346:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0368:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000103-00-0475:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0491:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0501:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0511:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0546:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000103-00-0569:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0591:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000103-00-0613:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0635:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0653:  Toomey, Jr., Timothy J. --> Moree, Gregg J.
   000103-00-0677:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000103-00-0693:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0730:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0792:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0814:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0832:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0857:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000103-00-0887:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-0900:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0920:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000103-00-0942:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000103-00-0963:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-1011:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000103-00-1034:  Toomey, Jr., Timothy J. --> Maher, David P.
   000103-00-1053:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000103-00-1075:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000302-00-0041:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000302-00-0125:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000302-00-0201:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000302-00-0234:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000302-00-0249:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000302-00-0294:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000302-00-0333:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000302-00-0397:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000302-00-0463:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000302-00-0558:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000302-00-0600:  Toomey, Jr., Timothy J. --> Maher, David P.
   000302-00-0666:  Toomey, Jr., Timothy J. --> vanBeuzekom, Minka Y.
   001102-00-0119:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001102-00-0436:  Toomey, Jr., Timothy J. --> Maher, David P.
   001102-00-0535:  Toomey, Jr., Timothy J. --> Maher, David P.
   001102-00-0727:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001102-00-0945:  Toomey, Jr., Timothy J. --> Seidel, Sam
   001102-00-1085:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   001102-00-1245:  Toomey, Jr., Timothy J. --> Maher, David P.
   000902-00-0192:  Toomey, Jr., Timothy J. --> Maher, David P.
   000902-00-0374:  Toomey, Jr., Timothy J. --> Maher, David P.
   000902-00-0548:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000902-00-0776:  Toomey, Jr., Timothy J. --> Maher, David P.
   000902-00-0839:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000902-00-1203:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000902-00-1289:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000502-00-0372:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000502-00-0700:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000502-00-0984:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000601-00-0029:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000601-00-0137:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000601-00-0252:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000601-00-0279:  Toomey, Jr., Timothy J. --> Maher, David P.
   000601-00-0345:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000601-00-0359:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000601-00-0411:  Toomey, Jr., Timothy J. --> Maher, David P.
   000601-00-0717:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000601-00-0921:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000101-00-0026:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000101-00-0052:  Toomey, Jr., Timothy J. --> Maher, David P.
   000101-00-0092:  Toomey, Jr., Timothy J. --> Maher, David P.
   000101-00-0147:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000101-00-0185:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0214:  Toomey, Jr., Timothy J. --> Maher, David P.
   000101-00-0242:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0327:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0366:  Toomey, Jr., Timothy J. --> vanBeuzekom, Minka Y.
   000101-00-0398:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000101-00-0419:  Toomey, Jr., Timothy J. --> Maher, David P.
   000101-00-0440:  Toomey, Jr., Timothy J. --> Maher, David P.
   000101-00-0450:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0474:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0533:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0561:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000101-00-0614:  Toomey, Jr., Timothy J. --> Flanagan, Mark F.
   000101-00-0630:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0653:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000101-00-0682:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0703:  Toomey, Jr., Timothy J. --> Maher, David P.
   000101-00-0747:  Toomey, Jr., Timothy J. --> vanBeuzekom, Minka Y.
   000101-00-0759:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000101-00-0779:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0789:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0816:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0826:  Toomey, Jr., Timothy J. --> Stohlman, Jr., Thomas J.
   000101-00-0853:  Toomey, Jr., Timothy J. --> Stohlman, Jr., Thomas J.
   000101-00-0872:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0910:  Toomey, Jr., Timothy J. --> Maher, David P.
   000101-00-0920:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000101-00-0951:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0962:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000101-00-0981:  Toomey, Jr., Timothy J. --> Stohlman, Jr., Thomas J.
   000101-00-0998:  Toomey, Jr., Timothy J. --> Maher, David P.
   000303-00-0414:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000303-00-0527:  Toomey, Jr., Timothy J. --> Stohlman, Jr., Thomas J.
   000901-00-0408:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000901-00-1140:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000503-00-0646:  Toomey, Jr., Timothy J. --> Glick, Silvia P.
   000503-00-0791:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000503-00-0918:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000503-00-0956:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001001-00-0494:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001001-00-0711:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   001003-00-0548:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000801-00-0283:  Toomey, Jr., Timothy J. --> Leavitt, Neal W.
   000201-00-0004:  Toomey, Jr., Timothy J. --> Reeves, Kenneth E.
   000201-00-0418:  Toomey, Jr., Timothy J. --> Marquardt, Charles J.
   000201-00-0476:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000201-00-0574:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000201-00-0657:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   001103-00-0235:  Toomey, Jr., Timothy J. --> Maher, David P.
   001103-00-0417:  Toomey, Jr., Timothy J. --> Maher, David P.
   001103-00-0621:  Toomey, Jr., Timothy J. --> Maher, David P.
   001103-00-0873:  Toomey, Jr., Timothy J. --> Maher, David P.
   001103-00-1089:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001103-00-1272:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000603-00-0007:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   000603-00-0181:  Toomey, Jr., Timothy J. --> Maher, David P.
   000603-00-0315:  Toomey, Jr., Timothy J. --> Ward, Larry W.
   000603-00-0430:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000603-00-0653:  Toomey, Jr., Timothy J. --> Kelley, Craig A.
   000603-00-0796:  Toomey, Jr., Timothy J. --> Seidel, Sam
   001002-00-0472:  Toomey, Jr., Timothy J. --> Sullivan, Edward J.
   001002-00-0952:  Toomey, Jr., Timothy J. --> Seidel, Sam
   000301-00-0008:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000301-00-0056:  Toomey, Jr., Timothy J. --> Maher, David P.
   000301-00-0084:  Toomey, Jr., Timothy J. --> Cheung, Leland
   000301-00-0122:  Toomey, Jr., Timothy J. --> Cheung, Leland

   339 transfers.


*** COUNT 3 ***

   000502-00-0184:  Davis, Henrietta --> vanBeuzekom, Minka Y.
   000502-00-0222:  Davis, Henrietta --> Leavitt, Neal W.
   000502-00-0282:  Davis, Henrietta --> Maher, David P.
   000502-00-0361:  Davis, Henrietta --> Ward, Larry W.
   000502-00-0448:  Davis, Henrietta --> Reeves, Kenneth E.
   000502-00-0491:  Davis, Henrietta --> Seidel, Sam
   000502-00-0589:  Davis, Henrietta --> Ward, Larry W.
   000502-00-0737:  Davis, Henrietta --> vanBeuzekom, Minka Y.
   000502-00-0862:  Davis, Henrietta --> Glick, Silvia P.
   000502-00-0933:  Davis, Henrietta --> Kelley, Craig A.
   000502-00-1028:  Davis, Henrietta --> Reeves, Kenneth E.
   000601-00-0034:  Davis, Henrietta --> Stohlman, Jr., Thomas J.
   000601-00-0380:  Davis, Henrietta --> vanBeuzekom, Minka Y.
   000601-00-0564:  Davis, Henrietta --> Seidel, Sam
   000601-00-0635:  Davis, Henrietta --> Cheung, Leland
   000601-00-0897:  Davis, Henrietta --> Reeves, Kenneth E.
   000101-00-0063:  Davis, Henrietta --> Seidel, Sam
   000101-00-0422:  Davis, Henrietta --> Reeves, Kenneth E.
   000101-00-0705:  Davis, Henrietta --> Kelley, Craig A.
   000303-00-0016:  Davis, Henrietta --> Cheung, Leland
   000303-00-0147:  Davis, Henrietta --> Reeves, Kenneth E.
   000901-00-0015:  Davis, Henrietta --> Maher, David P.
   000901-00-0113:  Davis, Henrietta --> Cheung, Leland
   000901-00-0337:  Davis, Henrietta --> Ward, Larry W.
   000901-00-0504:  Davis, Henrietta --> Cheung, Leland
   000901-00-0629:  Davis, Henrietta --> Cheung, Leland
   000901-00-0701:  Davis, Henrietta --> Glick, Silvia P.
   000901-00-0763:  Davis, Henrietta --> Stohlman, Jr., Thomas J.
   000901-00-0847:  Davis, Henrietta --> Maher, David P.
   000901-00-1044:  Davis, Henrietta --> Seidel, Sam
   000901-00-1115:  Davis, Henrietta --> Cheung, Leland
   000901-00-1213:  Davis, Henrietta --> Seidel, Sam
