Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,1784,2.5493273542600896,3.0
"Crafts, Lydia V.",921,2.6047774158523342,3
"Levesque, David J.",252,2.6031746031746033,3.0
"Pieh, Wendy",611,2.4435351882160394,3
