Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,2494,2.5657578187650363,3.0
"Abbott, Heather",892,2.557174887892377,3.0
"Bell, Arthur L.",979,2.539325842696629,3
"Fromuth, Peter J.",623,2.619582664526485,3
