Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,2675,4.303551401869159,5
BRIAN V. HULET,615,4.198373983739837,5
CARY KENNETH STOCKWELL,210,4.214285714285714,5.0
DOUG WELTON,1037,4.297974927675988,5
LINDA CARTER,674,4.458456973293768,5.0
SCOTT PINKHAM,139,4.194244604316546,5
