,Rank 1,Rank 2,Rank 3,Did Not Rank
ANTOINETTE M REYES,336.00,807.00,1145.00,544.00
JOHANA BENCOMO,763.00,1072.00,1259.00,430.00
ROBERT J PALACIOS,458.00,777.00,1139.00,550.00
