ballotID,Precinct,Ballot Style,rank1,rank2,rank3
455,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
457,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
458,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
459,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
462,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
467,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
469,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.",skipped,skipped
477,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.",skipped,skipped
478,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
480,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.",skipped
482,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
483,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
484,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
486,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
492,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
497,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
498,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.",skipped,skipped
500,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
501,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.",skipped,skipped
508,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
510,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
511,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
515,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
518,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
522,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
533,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
535,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John"
538,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
540,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
545,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
546,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
550,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
555,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.",skipped
559,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
561,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
563,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
568,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
573,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
576,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
579,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
585,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
588,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
591,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
593,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
597,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John"
599,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
603,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
606,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
607,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
612,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
613,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
614,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
616,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
623,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
624,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
632,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
635,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
644,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
659,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
660,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
661,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
672,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
678,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
681,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
682,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
683,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
686,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
689,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
692,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
696,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
704,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John",skipped
713,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John"
716,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
720,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
728,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
730,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,overvote
731,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
733,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
738,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
745,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
753,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
756,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
760,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
761,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
764,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
766,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
770,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
771,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
775,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Brakey, Eric L.","Brakey, Eric L."
780,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne",skipped
786,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
788,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.",skipped,skipped
790,West Gardiner,REP Ballot Style 249,overvote,"Brakey, Eric L.",skipped
796,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.",skipped,skipped
798,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
804,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
807,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
808,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
810,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
815,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
819,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
820,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
825,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
826,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
834,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
836,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
842,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John"
845,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
849,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
850,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Bennett, Adrienne"
854,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
857,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
858,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
863,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John",skipped
872,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
873,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John"
878,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
881,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
882,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Brakey, Eric L.",skipped
884,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Bennett, Adrienne","Bennett, Adrienne"
887,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
888,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
895,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
897,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
900,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Brakey, Eric L.","Brakey, Eric L."
909,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
918,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
919,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
922,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Brakey, Eric L.","Brakey, Eric L."
927,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
931,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
933,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
935,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
937,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
938,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
940,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
944,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
945,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
947,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
948,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
955,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
956,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
961,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
962,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John"
969,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
974,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
975,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
978,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.",skipped,skipped
981,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
989,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
992,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Crafts, Dale John","Bennett, Adrienne"
996,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
998,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne",skipped
999,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Crafts, Dale John","Brakey, Eric L."
1004,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
1008,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
1009,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne",skipped,skipped
1010,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
1012,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
1013,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.",skipped,skipped
1014,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
1015,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
1017,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
1026,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
1033,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Brakey, Eric L.","Bennett, Adrienne"
1034,West Gardiner,REP Ballot Style 249,skipped,skipped,skipped
1038,West Gardiner,REP Ballot Style 249,"Crafts, Dale John","Bennett, Adrienne","Brakey, Eric L."
1042,West Gardiner,REP Ballot Style 249,"Bennett, Adrienne","Brakey, Eric L.","Crafts, Dale John"
1043,West Gardiner,REP Ballot Style 249,"Brakey, Eric L.","Bennett, Adrienne","Crafts, Dale John"
1045,West Gardiner,REP Ballot Style 249,"Crafts, Dale John",skipped,skipped
