ballotID,Precinct,Ballot Style,rank1,rank2,rank3
500012,Brunswick,Unscanned,"Perreault, Corinne Ann",skipped,skipped
500013,Brunswick,Unscanned,"Perreault, Corinne Ann","Arford, Poppy","Wilson, Katherine E."
500014,Brunswick,Unscanned,"Perreault, Corinne Ann",skipped,skipped
500015,Brunswick,Unscanned,"Arford, Poppy","Perreault, Corinne Ann","Wilson, Katherine E."
500016,Brunswick,Unscanned,"Wilson, Katherine E.","Perreault, Corinne Ann","Arford, Poppy"
500001,491113,UOCAVA,"Arford, Poppy","Perreault, Corinne Ann","Wilson, Katherine E."
500002,491113,UOCAVA,"Arford, Poppy","Perreault, Corinne Ann","Wilson, Katherine E."
500003,491113,UOCAVA,"Wilson, Katherine E.","Arford, Poppy","Perreault, Corinne Ann"
500004,491113,UOCAVA,"Perreault, Corinne Ann","Arford, Poppy","Wilson, Katherine E."
500005,491113,UOCAVA,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
500006,491113,UOCAVA,"Perreault, Corinne Ann","Wilson, Katherine E.","Arford, Poppy"
500007,491113,UOCAVA,"Arford, Poppy","Wilson, Katherine E.",skipped
500008,491113,UOCAVA,"Wilson, Katherine E.","Perreault, Corinne Ann","Arford, Poppy"
500009,491113,UOCAVA,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
500010,491113,UOCAVA,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
500011,491113,UOCAVA,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
151033,Brunswick W1,DEM Ballot Style 67,skipped,skipped,skipped
151046,Brunswick W1,DEM Ballot Style 67,"Arford, Poppy","Perreault, Corinne Ann","Wilson, Katherine E."
151062,Brunswick W1,DEM Ballot Style 67,"Wilson, Katherine E.","Perreault, Corinne Ann","Arford, Poppy"
151067,Brunswick W1,DEM Ballot Style 67,"Perreault, Corinne Ann","Arford, Poppy","Wilson, Katherine E."
151068,Brunswick W1,DEM Ballot Style 67,"Arford, Poppy","Perreault, Corinne Ann","Wilson, Katherine E."
151084,Brunswick W1,DEM Ballot Style 67,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
151094,Brunswick W1,DEM Ballot Style 67,"Perreault, Corinne Ann","Arford, Poppy","Wilson, Katherine E."
151099,Brunswick W1,DEM Ballot Style 67,"Wilson, Katherine E.","Arford, Poppy","Perreault, Corinne Ann"
151100,Brunswick W1,DEM Ballot Style 67,"Wilson, Katherine E.","Arford, Poppy","Perreault, Corinne Ann"
151133,Brunswick W1,DEM Ballot Style 67,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
151137,Brunswick W1,DEM Ballot Style 67,"Arford, Poppy","Perreault, Corinne Ann","Wilson, Katherine E."
151148,Brunswick W1,DEM Ballot Style 67,"Perreault, Corinne Ann","Wilson, Katherine E.","Arford, Poppy"
151155,Brunswick W1,DEM Ballot Style 67,"Perreault, Corinne Ann","Arford, Poppy","Wilson, Katherine E."
151162,Brunswick W1,DEM Ballot Style 67,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
151167,Brunswick W1,DEM Ballot Style 67,"Perreault, Corinne Ann","Arford, Poppy","Wilson, Katherine E."
151169,Brunswick W1,DEM Ballot Style 67,"Wilson, Katherine E.","Arford, Poppy","Perreault, Corinne Ann"
151171,Brunswick W1,DEM Ballot Style 67,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
151174,Brunswick W1,DEM Ballot Style 67,"Perreault, Corinne Ann","Arford, Poppy",skipped
151185,Brunswick W1,DEM Ballot Style 67,"Arford, Poppy","Wilson, Katherine E.","Perreault, Corinne Ann"
151189,Brunswick W1,DEM Ballot Style 67,"Perreault, Corinne Ann","Arford, Poppy","Wilson, Katherine E."
151194,Brunswick W1,DEM Ballot Style 67,"Wilson, Katherine E.","Arford, Poppy","Wilson, Katherine E."
151200,Brunswick W1,DEM Ballot Style 67,"Wilson, Katherine E.","Perreault, Corinne Ann","Arford, Poppy"
