ballotID,Precinct,Ballot Style,rank1,rank2,rank3
800001,Portland,Unscanned,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
800002,Portland,Unscanned,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis"
800003,Portland,Unscanned,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
800004,Portland,Unscanned,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
800005,Portland,Unscanned,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
800006,Portland,Unscanned,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
800007,Portland,Unscanned,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
800008,Portland,Unscanned,"Zager, Samuel Lewis",skipped,skipped
800009,Portland,Unscanned,"Grant, Benjamin K.",skipped,skipped
800010,Portland,Unscanned,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
800011,Portland,Unscanned,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
800012,Portland,Unscanned,skipped,skipped,skipped
800013,Portland,Unscanned,skipped,skipped,skipped
800014,Portland,Unscanned,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
800015,Portland,Unscanned,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
800016,Portland,Unscanned,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
800017,Portland,Unscanned,"Zager, Samuel Lewis",skipped,skipped
800018,Portland,Unscanned,"Zager, Samuel Lewis",skipped,skipped
800019,Portland,Unscanned,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped
800020,Portland,Unscanned,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
800021,Portland,Unscanned,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
800022,Portland,Unscanned,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
800023,UOCAVA,Unscanned,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
800050,496313,UOCAVA,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
800051,496317,UOCAVA,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K."
800052,496313,UOCAVA,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
800053,496317,UOCAVA,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K."
800054,496513,UOCAVA,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
800055,496313,UOCAVA,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
800056,496313,UOCAVA,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
800058,496317,UOCAVA,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K."
162604,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162607,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162612,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162617,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162622,Portland All,DEM Ballot Style 210,skipped,skipped,skipped
162623,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162634,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162644,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K."
162645,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis"
162647,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis"
162652,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162653,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.",skipped
162655,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162656,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162659,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped
162660,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162662,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162663,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162666,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162669,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162670,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162672,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162676,Portland All,DEM Ballot Style 210,skipped,skipped,skipped
162681,Portland All,DEM Ballot Style 210,skipped,skipped,skipped
162684,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162685,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162688,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162691,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162701,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162707,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162710,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162713,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162716,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162720,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162734,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
162740,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.",skipped
162742,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162746,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162749,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162756,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162768,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162771,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
162777,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162780,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162781,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
162784,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162792,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162805,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162808,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162809,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis"
162811,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
162814,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162815,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
162816,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162817,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis"
162819,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162821,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162822,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K."
162823,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
162827,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162829,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162831,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162834,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162841,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162851,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
162852,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
162856,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped
162857,Portland All,DEM Ballot Style 210,skipped,skipped,skipped
162858,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162867,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162871,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped
162873,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",overvote,overvote
162874,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162880,Portland All,DEM Ballot Style 210,"Davis, Laurie J.",skipped,skipped
162884,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.",skipped
162887,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped
162893,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162895,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
162903,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162913,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped
162915,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162922,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162923,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162924,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis"
162930,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
162932,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
162937,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162943,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
162946,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis"
162956,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
162958,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
162959,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
162961,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis"
162963,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K."
162968,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Grant, Benjamin K.","Grant, Benjamin K."
162989,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped
162994,Portland All,DEM Ballot Style 210,skipped,skipped,skipped
162995,Portland All,DEM Ballot Style 210,skipped,skipped,skipped
162998,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
163001,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
163002,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
163010,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped
163013,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
163019,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
163021,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
163025,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis"
163027,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J."
163030,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped
163039,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
163043,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped
163045,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
163049,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K."
163054,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J."
163068,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped
163073,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K."
163075,Portland All,DEM Ballot Style 210,skipped,skipped,skipped
