# Automatically generated by https://github.com/damnever/pigar.

# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\all_contests\results\_log\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\all_contests\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\cambridge\results\_log\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\cambridge\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\hawaii2020\results\_log\ballots.py: 6,7
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\hawaii2020\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\maine_2020\results\_log\ballots.py: 6,7
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\maine_2020\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\min\results\_log\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\min\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\oct2020_maine_poll\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\oct2020_maine_poll\results\_log\scripts\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2019\results\_log\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2019\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report4\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report4\results\_log\scripts\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report5\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report5\results\_log\scripts\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2\results\_log\ballots.py: 6,7
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf\results\_log\ballots.py: 6,7
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\test\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\test\results\_log\scripts\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\utah\results\_log\ballots.py: 6
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\utah\results\_log\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\crunch.py: 6,7,8,9,10,11,12,14
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\new_contest_set.py: 1
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\scripts\ballots.py: 6
anaconda_navigator == 1.9.7

# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\_stashed\precincts.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\hawaii2020\results\_log\precincts.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\maine_2020\results\_log\precincts.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2\results\_log\precincts.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf\results\_log\precincts.py: 2
dbfread == 2.0.7

# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\all_contests\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\cambridge\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\hawaii2020\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\hawaii2020\results\_log\parsers.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\maine_2020\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\maine_2020\results\_log\parsers.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\min\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\oct2020_maine_poll\results\_log\rcv_parsers\init.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\oct2020_maine_poll\results\_log\rcv_parsers\parsers.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\oct2020_maine_poll\results\_log\scripts\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2019\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report4\results\_log\rcv_parsers\init.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report4\results\_log\rcv_parsers\parsers.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report4\results\_log\scripts\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report5\results\_log\rcv_parsers\init.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report5\results\_log\rcv_parsers\parsers.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2020_report5\results\_log\scripts\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf2\results\_log\parsers.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\sf\results\_log\parsers.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\test\results\_log\rcv_parsers\init.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\test\results\_log\rcv_parsers\parsers.py: 2
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\test\results\_log\scripts\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\contest_sets\utah\results\_log\ballots.py: 3
# C:\Users\User\Documents\fairvote\projects\rcv_cruncher\rcv_parsers\init.py: 2
