place,state,date,office,title_case_winner,number_of_candidates,number_of_rounds,final_round_vote,final_round_percent,first_round_vote,first_round_percent,first_round_place,number_of_first_round_valid_votes,number_of_final_round_active_votes,total,final_round_winner_votes_over_first_round_valid,final_round_inactive,winners_consensus_value,condorcet,total_fully_ranked,ranked_multiple,first_round_undervote,first_round_overvote,later_round_inactive_by_overvote,later_round_inactive_by_abstention,later_round_inactive_by_ranking_limit,includes_duplicates,includes_skipped,top2_winners_vote_increased,top2_winners_fraction,top2_majority,top2_winner_over_40,effective_ballot_length_str,undervote,total_overvote,total_exhausted_by_overvote,ranked2,ranked_winner,two_repeated,three_repeated,total_skipped,irregular,total_exhausted,total_exhausted_not_by_overvote,total_involuntarily_exhausted,minneapolis_undervote,minneapolis_total,total_voluntarily_exhausted,come_from_behind,number_of_rounds,finalists,winner,exhausted_by_undervote,naive_tally,candidates,count_duplicates,any_repeat,validly_ranked_winner,margin_when_2_left,margin_when_winner_has_majority,"precinct_estimate(black,precinct_percent_cvap,precinct_participation)","precinct_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(black,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(white,precinct_percent_cvap,precinct_participation)","precinct_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(white,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_cvap,precinct_participation)","precinct_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_sov,precinct_participation)","precinct_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_sov,precinct_overvotes)","precinct_estimate(asian,precinct_percent_cvap,precinct_participation)","precinct_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(asian,precinct_percent_sov,precinct_participation)","precinct_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_sov,precinct_overvotes)","precinct_estimate(other,precinct_percent_cvap,precinct_participation)","precinct_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(other,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(black,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(black,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(white,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(white,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_sov,precinct_participation)","ethnicity_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_sov,precinct_participation)","ethnicity_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(other,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(other,precinct_percent_cvap,precinct_overvotes)",cvap_totals,asian_ethnic_cvap_totals,black_ethnic_cvap_totals,latin_ethnic_cvap_totals,white_ethnic_cvap_totals
Oakland,CA,2018,School D6,Shanthi Gonzales,2,1,13964,0.9840039461630611,13964,0.9840039461630611,1,14191,14191,19539,0.9840039461630611,0,0.9884433796067931,True,92,92,5326,22,0,0,0,6713,569,False,0.9840039461630611,True,True,0: 5348; 1: 14099; 2: 92,5326,28,22,92,14031,541,6172,569,7098,5348,5326,0,5348,14191,5348,False,1,"('SHANTHI GONZALES', 'ANTHONY WILSON')",SHANTHI GONZALES,0,"Counter({'SHANTHI GONZALES': 13565, -1: 5728, 'ANTHONY WILSON': 225, -2: 21})","{'SHANTHI GONZALES', 'ANTHONY WILSON'}","Counter({1: 7484, 3: 6172, 0: 5342, 2: 541})",6713,14027,13737,13737,0,0,0,0,0,0,0,0,0,1958.0254195446078,1958.0254195446078,4.515157651156502,0,0,0,866.9877258326433,866.9877258326433,1.7976838509350104,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2364.092568973556,2364.092568973556,17.337160740159092,0.0,0.0,0.0,482.0376844382294,482.0376844382294,3.0870017119095223,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Assessor-Recorder,Carmen Chu,2,1,236697,0.7462639039523797,236697,0.7462639039523797,1,317176,317176,368578,0.7462639039523797,0,0.8547431079274598,True,133161,133161,50974,428,0,0,0,70113,6299,False,0.7462639039523797,True,True,0: 51402; 1: 184015; 2: 133161,50974,956,428,133161,271219,23883,46230,6299,76390,51402,50974,0,51402,317176,51402,False,1,"('CARMEN CHU', 'PAUL BELLAR')",CARMEN CHU,0,"Counter({'CARMEN CHU': 235187, 'PAUL BELLAR': 79674, -1: 53306, -2: 411})","{'PAUL BELLAR', 'CARMEN CHU'}","Counter({1: 247227, 0: 51238, 3: 46230, 2: 23883})",70113,271104,156218,156218,0,0,0,0,0,0,0,0,0,31846.732792599138,31846.732792599138,106.66551212384101,0,0,0,62191.85896905857,62191.85896905857,191.13416471580106,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36458.099324671195,36458.099324671195,309.9293854608361,0.0,0.0,0.0,70150.51105348735,70150.51105348735,247.7780823155709,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Board of Supervisors District 10,Shamann Walton,7,6,13023,0.6307453867389936,9585,0.4132534276105889,1,23194,20647,26257,0.5614814176080021,2547,0.6851340864016556,True,12818,17943,2907,156,21,1734,792,2952,203,True,0.5614814176080021,True,True,0: 3063; 1: 5251; 2: 5125; 3: 12818,2907,238,177,5125,15929,1078,1874,203,3336,5610,5433,792,3063,23194,4818,False,6,"('SHAMANN WALTON', 'TONY KELLY')",SHAMANN WALTON,0,"Counter({'SHAMANN WALTON': 9550, 'TONY KELLY': 5643, 'THEO ELLINGTON': 4800, -1: 3025, 'UZURI PEASE-GREENE': 1304, 'GLORIA BERRY': 954, 'ASALE CHANDLER': 799, -2: 152, 'WRITE-IN NEO VEAVEA': 30})","{'THEO ELLINGTON', 'GLORIA BERRY', 'TONY KELLY', 'UZURI PEASE-GREENE', 'WRITE-IN NEO VEAVEA', 'ASALE CHANDLER', 'SHAMANN WALTON'}","Counter({1: 20312, 0: 2993, 3: 1874, 2: 1078})",2952,15891,5399,5399,0,0,0,0,0,0,0,0,0,2847.0477021827483,2509.5166013394855,32.92359913472996,0,0,0,5399.60633588764,4755.010235660588,57.08419861491636,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0996292138175,1421.829327919479,173.909121496917,0.0,0.0,0.0,5107.255224035441,4083.278863428958,74.48887056862291,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Board of Supervisors District 2,Catherine Stefani,4,3,17340,0.5191461333493009,14415,0.4082181694608065,1,35312,33401,39906,0.491051200724966,1911,0.7484707748074308,True,18420,25713,4515,79,18,1893,0,3353,177,True,0.491051200724966,False,True,0: 4594; 1: 9599; 2: 7293; 3: 18420,4515,165,97,7293,26467,1033,2320,177,3663,6505,6408,0,4594,35312,6505,False,3,"('CATHERINE STEFANI', 'NICK JOSEFOWITZ')",CATHERINE STEFANI,0,"Counter({'CATHERINE STEFANI': 14378, 'NICK JOSEFOWITZ': 13617, -1: 4608, 'SCHUYLER HUDAK': 4132, 'JOHN DENNIS': 3095, -2: 76})","{'JOHN DENNIS', 'SCHUYLER HUDAK', 'NICK JOSEFOWITZ', 'CATHERINE STEFANI'}","Counter({1: 32007, 0: 4546, 3: 2320, 2: 1033})",3353,26430,1279,1279,0,0,0,0,0,0,0,0,0,1538.3857554506574,1456.4429194001207,7.187497497638938,0,0,0,3369.7028400754593,3192.6119300988826,15.847271393347096,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.8550494783161,1239.1573235750234,2.2838777707254683e-14,0.0,0.0,0.0,2913.4673991838795,3064.982477774225,17.98389050598431,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Board of Supervisors District 4,Gordon Mar,8,7,13255,0.5683962264150944,10314,0.3628879037365421,1,28422,23320,31412,0.4663640841601576,5102,0.5819435648441348,True,17369,21723,2814,176,24,2660,2418,2417,175,True,0.4663640841601576,False,True,0: 2990; 1: 6699; 2: 4354; 3: 17369,2814,249,200,4354,16563,735,1682,175,2799,8092,7892,2418,2990,28422,5674,False,7,"('GORDON MAR', 'JESSICA HO')",GORDON MAR,0,"Counter({'GORDON MAR': 10288, 'JESSICA HO': 7423, 'TREVOR MCNEIL': 3479, -1: 2908, 'ARTHUR TOM': 2435, 'LOU ANN BASSAN': 2169, 'MIKE MURPHY': 1176, 'TUAN NGUYEN': 848, 'ADAM KIM': 511, -2: 175})","{'GORDON MAR', 'ARTHUR TOM', 'ADAM KIM', 'LOU ANN BASSAN', 'MIKE MURPHY', 'JESSICA HO', 'TUAN NGUYEN', 'TREVOR MCNEIL'}","Counter({1: 26087, 0: 2908, 3: 1682, 2: 735})",2417,16540,3190,3190,0,0,0,0,0,0,0,0,0,1981.388463470709,1630.4172979060102,17.237078610552377,0,0,0,9976.675368345439,8156.92718897433,88.48601988013456,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186.7469961537054,2188.8311552786,8.956029516098597e-14,0.0,0.0,0.0,9762.146282512715,6714.328868323105,131.67582140933544,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Board of Supervisors District 6,Matt Haney,3,1,14288,0.5640742202921437,14288,0.5640742202921437,1,25330,25330,28872,0.5640742202921437,0,0.8588630082905645,True,13763,17688,3467,75,0,0,0,2957,158,True,0.612988551125148,True,True,0: 3542; 1: 7642; 2: 3925; 3: 13763,3467,122,75,3925,21777,764,2193,158,3204,3542,3467,0,3542,25330,3542,False,1,"('MATT HANEY', 'CHRISTINE JOHNSON', 'SONJA TRAUSS')",MATT HANEY,0,"Counter({'MATT HANEY': 14249, 'CHRISTINE JOHNSON': 6237, 'SONJA TRAUSS': 4759, -1: 3553, -2: 74})","{'SONJA TRAUSS', 'CHRISTINE JOHNSON', 'MATT HANEY'}","Counter({1: 22405, 0: 3510, 3: 2193, 2: 764})",2957,21755,6456,8021,0,0,0,0,0,0,0,0,0,2470.0821646494383,2470.0821646494383,12.592444848739394,0,0,0,5597.285365529157,5597.285365529157,28.294086035589075,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798.3845685345286,2798.3845685345286,51.047515899475975,0.0,0.0,0.0,5318.904305333454,5318.904305333454,45.43119749009897,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Board of Supervisors District 8,Rafael Mandelman,2,1,38406,0.9143414912865442,38406,0.9143414912865442,1,42004,42004,48049,0.9143414912865442,0,0.9636225121417008,True,11912,11912,6007,38,0,0,0,7783,541,False,0.9143414912865442,True,True,0: 6045; 1: 30092; 2: 11912,6007,64,38,11912,40487,1620,6163,541,8327,6045,6007,0,6045,42004,6045,False,1,"('RAFAEL MANDELMAN', ""LAWRENCE ''STARK'' DAGESSE"")",RAFAEL MANDELMAN,0,"Counter({'RAFAEL MANDELMAN': 38292, -1: 6166, ""LAWRENCE ''STARK'' DAGESSE"": 3554, -2: 37})","{'RAFAEL MANDELMAN', ""LAWRENCE ''STARK'' DAGESSE""}","Counter({1: 34234, 3: 6163, 0: 6032, 2: 1620})",7783,40476,34808,34808,0,0,0,0,0,0,0,0,0,3587.136668136596,3587.136668136596,5.998765392653485,0,0,0,4093.5393094090114,4093.5393094090114,6.126052651672611,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416.7660826437973,3416.7660826437973,33.85487820157083,0.0,0.0,0.0,3651.533339176342,3651.533339176342,6.573454447517692e-10,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Board of Supervisors District 8,Rafael Mandelman,2,1,38406,0.9143414912865442,38406,0.9143414912865442,1,42004,42004,48049,0.9143414912865442,0,0.9636225121417008,True,11912,11912,6007,38,0,0,0,7783,541,False,0.9143414912865442,True,True,0: 6045; 1: 30092; 2: 11912,6007,64,38,11912,40487,1620,6163,541,8327,6045,6007,0,6045,42004,6045,False,1,"('RAFAEL MANDELMAN', ""LAWRENCE ''STARK'' DAGESSE"")",RAFAEL MANDELMAN,0,"Counter({'RAFAEL MANDELMAN': 38292, -1: 6166, ""LAWRENCE ''STARK'' DAGESSE"": 3554, -2: 37})","{'RAFAEL MANDELMAN', ""LAWRENCE ''STARK'' DAGESSE""}","Counter({1: 34234, 3: 6163, 0: 6032, 2: 1620})",7783,40476,34808,34808,0,0,0,0,0,0,0,0,0,3587.136668136596,3587.136668136596,5.998765392653485,0,0,0,4093.5393094090114,4093.5393094090114,6.126052651672611,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416.7660826437973,3416.7660826437973,33.85487820157083,0.0,0.0,0.0,3651.533339176342,3651.533339176342,6.573454447517692e-10,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Mayor,London Breed,9,8,115977,0.5055490654205608,92121,0.36696915134325503,1,251032,229408,254016,0.46200086044807037,21624,0.6267169125848497,True,173291,214388,2350,634,114,13329,8181,16406,1219,True,0.46200086044807037,False,True,0: 2984; 1: 36644; 2: 41097; 3: 173291,2350,1035,748,41097,157463,5473,10933,1219,18473,24608,23860,8181,2984,251032,16427,False,8,"('LONDON BREED', 'MARK LENO')",LONDON BREED,0,"Counter({'LONDON BREED': 91918, 'MARK LENO': 61276, 'JANE KIM': 60644, 'ANGELA ALIOTO': 17447, 'ELLEN LEE ZHOU': 9521, 'RICHIE GREENBERG': 7016, -1: 3019, 'AMY FARAH WEISS': 1661, 'MICHELLE BRAVO': 890, -2: 621, 'WRITE-IN ANTOINE R. ROGERS': 3})","{'JANE KIM', 'MICHELLE BRAVO', 'MARK LENO', 'LONDON BREED', 'ELLEN LEE ZHOU', 'ANGELA ALIOTO', 'WRITE-IN ANTOINE R. ROGERS', 'AMY FARAH WEISS', 'RICHIE GREENBERG'}","Counter({1: 234992, 3: 10933, 2: 5473, 0: 2618})",16406,157326,2546,2546,0,0,0,0,0,0,0,0,0,24903.11140803237,22588.932265433647,116.43909438935678,0,0,0,49181.78242508424,43956.18371341124,214.84930125044752,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24921.226267521415,19839.985653580356,344.8948504351099,0.0,0.0,0.0,48837.37156097155,33112.04085718952,323.91907811954513,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2018,Public Defender,Jeff Adachi,1,1,292864,1.0,292864,1.0,1,292864,292864,368578,1.0,0,1.0,True,292864,0,75631,83,0,0,0,68500,7420,False,1.0,True,True,0: 75714; 1: 292864,75631,210,83,0,292890,6862,61638,7420,74582,75714,75631,0,75714,292864,75714,False,1,"('JEFF ADACHI',)",JEFF ADACHI,0,"Counter({'JEFF ADACHI': 286688, -1: 81820, -2: 70})",{'JEFF ADACHI'},"Counter({1: 224390, 0: 75688, 3: 61638, 2: 6862})",68500,292864,292864,292864,0,0,0,0,0,0,0,0,0,29410.41930576013,29410.41930576013,22.731032250114083,0,0,0,56419.35757744083,56419.35757744083,39.68729553100939,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36458.099324671195,36458.099324671195,49.696390702740246,0.0,0.0,0.0,52653.08526683432,52653.08526683432,26.530469736821367,0.0,0.0,0.0,0,0,0,0,0
San Leandro,CA,2018,Council D1,Deborah Cox,3,1,16190,0.6515352730492173,16190,0.6515352730492173,1,24849,24849,27767,0.6515352730492173,0,0.8782244758340376,True,13625,17443,2824,94,0,0,0,5588,290,True,0.7165680711497444,True,True,0: 2918; 1: 7406; 2: 3818; 3: 13625,2824,183,94,3818,21847,1653,3935,290,5966,2918,2824,0,2918,24849,2918,False,1,"('DEBORAH COX', 'KENNETH PON', 'EVA ARCE')",DEBORAH COX,0,"Counter({'DEBORAH COX': 16103, 'KENNETH PON': 4661, 'EVA ARCE': 3914, -1: 2998, -2: 91})","{'DEBORAH COX', 'KENNETH PON', 'EVA ARCE'}","Counter({1: 19308, 3: 3935, 0: 2871, 2: 1653})",5588,21823,11763,11482,0,0,0,0,0,0,0,0,0,5191.549351992253,5191.549351992253,39.8562896761672,0,0,0,4559.264420508747,4559.264420508747,34.811792942947505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4542.294784874844,4542.294784874844,103.05365406137791,0.0,0.0,0.0,3825.8561256259413,3825.8561256259413,53.63366275962243,0.0,0.0,0.0,0,0,0,0,0
San Leandro,CA,2018,Council D3,"Victor Aguilar, Jr.",2,1,11902,0.5116938950988822,11902,0.5116938950988822,1,23260,23260,27767,0.5116938950988822,0,0.7877901977644024,True,13992,13992,4451,56,0,0,0,8992,274,False,0.5116938950988822,True,True,0: 4507; 1: 9268; 2: 13992,4451,86,56,13992,18332,4434,4558,274,9268,4507,4451,0,4507,23260,4507,False,1,"('VICTOR AGUILAR, JR.', 'LEE THOMAS')","VICTOR AGUILAR, JR.",0,"Counter({'VICTOR AGUILAR, JR.': 11845, 'LEE THOMAS': 11317, -1: 4550, -2: 55})","{'VICTOR AGUILAR, JR.', 'LEE THOMAS'}","Counter({1: 14283, 3: 4558, 0: 4492, 2: 4434})",8992,18324,544,544,0,0,0,0,0,0,0,0,0,4885.208622012512,4885.208622012512,20.076604587960535,0,0,0,4286.187447440382,4286.187447440382,14.74300144274651,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5326.601437410441,5326.601437410441,87.32956701866378,0.0,0.0,0.0,4052.2786241322347,4052.2786241322347,1.1369749605683732e-09,0.0,0.0,0.0,0,0,0,0,0
San Leandro,CA,2018,Council D5,Corina N. Lopez,2,1,16415,0.7048089308716187,16415,0.7048089308716187,1,23290,23290,27767,0.7048089308716187,0,0.879776728209532,True,13175,13175,4430,47,0,0,0,9046,346,False,0.7048089308716187,True,True,0: 4477; 1: 10115; 2: 13175,4430,77,47,13175,20498,4010,5036,346,9389,4477,4430,0,4477,23290,4477,False,1,"('CORINA N. LOPEZ', 'MAXINE OLIVER-BENSON')",CORINA N. LOPEZ,0,"Counter({'CORINA N. LOPEZ': 16315, 'MAXINE OLIVER-BENSON': 6823, -1: 4582, -2: 47})","{'MAXINE OLIVER-BENSON', 'CORINA N. LOPEZ'}","Counter({1: 14253, 3: 5036, 0: 4468, 2: 4010})",9046,20490,9540,9540,0,0,0,0,0,0,0,0,0,4886.28801932194,4886.28801932194,17.012571780128248,0,0,0,4276.080237038589,4276.080237038589,14.010482402079957,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5132.894854842267,5132.894854842267,54.173017153627086,0.0,0.0,0.0,3676.2279127997117,3676.2279127997117,1.2969833471238732,0.0,0.0,0.0,0,0,0,0,0
San Leandro,CA,2018,Mayor,Pauline Russo Cutter,4,1,13355,0.5178162925051375,13355,0.5178162925051375,1,25791,25791,27767,0.5178162925051375,0,0.7699197394439921,True,14660,18730,1852,124,0,0,0,5693,211,True,0.5957504555852817,True,True,0: 1976; 1: 7061; 2: 4070; 3: 14660,1852,210,124,4070,19885,1754,3939,211,6055,1976,1852,0,1976,25791,1976,False,1,"('PAULINE RUSSO CUTTER', 'BENNY LEE', 'JEROMEY SHAFER', 'DAN DILLMAN')",PAULINE RUSSO CUTTER,0,"Counter({'PAULINE RUSSO CUTTER': 13319, 'BENNY LEE': 7000, 'JEROMEY SHAFER': 3544, -1: 1978, 'DAN DILLMAN': 1802, -2: 124})","{'PAULINE RUSSO CUTTER', 'JEROMEY SHAFER', 'BENNY LEE', 'DAN DILLMAN'}","Counter({1: 20158, 3: 3939, 0: 1916, 2: 1754})",5693,19857,6488,6310,0,0,0,0,0,0,0,0,0,5397.854564966637,5397.854564966637,45.49133861708311,0,0,0,4758.722534301051,4758.722534301051,38.20150391687645,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5109.580238986062,5109.580238986062,106.80107378740179,0.0,0.0,0.0,4629.318620416303,4629.318620416303,19.06052642854991,0.0,0.0,0.0,0,0,0,0,0
Maine,ME,2018,Democratic Primary for CD2,"Golden, Jared F.",4,3,23611,0.5432311798269832,20987,0.4642011899758908,1,45211,43464,50845,0.5222401627922408,1747,0.7834818959987614,True,15534,33157,5408,132,26,1721,0,1024,1336,True,0.5222401627922408,True,True,0: 5634; 1: 12054; 2: 9089; 3: 8534; 4: 15534,5408,341,134,9089,37166,643,100,1336,2562,7381,7247,0,5634,45211,7381,False,3,"('Golden, Jared F.', 'St. Clair, Lucas R.')","Golden, Jared F.",7217,"Counter({'Golden, Jared F.': 20935, 'St. Clair, Lucas R.': 17695, -1: 5689, 'Olson, Craig R.': 3962, 'Fulford, Jonathan S.': 2459, -2: 105})","{'St. Clair, Lucas R.', 'Fulford, Jonathan S.', 'Olson, Craig R.', 'Golden, Jared F.'}","Counter({1: 44333, 0: 5488, 2: 643, 5: 240, 3: 100, 4: 41})",1024,37074,3758,3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,ME,2018,Democratic Primary for Governor,"Mills, Janet T.",7,7,63387,0.5406002405055734,41735,0.3308651566922205,1,126139,117253,132250,0.5025170645082012,8886,0.6346332220804034,True,40921,110034,5535,468,150,8736,0,4365,5856,True,0.5025170645082012,True,True,0: 6111; 1: 16105; 2: 14087; 3: 28077; 4: 15359; 5: 6380; 6: 4974; 7: 38884; 8: 2273,5535,1843,580,14087,100599,3162,234,5856,11229,14997,14417,0,6111,126139,14997,False,7,"('Mills, Janet T.', 'Cote, Adam Roland')","Mills, Janet T.",14152,"Counter({'Mills, Janet T.': 41704, 'Cote, Adam Roland': 35431, 'Sweet, Elizabeth A.': 20735, 'Eves, Mark W.': 17873, -1: 5839, 'Dion, Mark N.': 5184, 'Russell, Diane Marie': 2724, 'Dion, Donna J.': 1588, -3: 747, -2: 425})","{'Mills, Janet T.', 'Eves, Mark W.', 'Sweet, Elizabeth A.', 'Cote, Adam Roland', 'Dion, Donna J.', 'Dion, Mark N.', 'Russell, Diane Marie'}","Counter({1: 122137, 0: 5748, 2: 3162, 8: 631, 3: 234, 4: 96, 7: 88, 6: 83, 5: 71})",4365,99942,9521,9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,ME,2018,General CD2 CVR,"Dem Golden, Jared F.",4,3,142440,0.5062355395545383,132013,0.4558082203132337,2,289624,281371,296077,0.4918100709885921,8253,0.5421788249592575,True,76900,140325,5711,462,98,8155,0,12625,14626,True,0.4918100709885921,False,True,0: 6453; 1: 149299; 2: 28945; 3: 34480; 4: 76900,5711,1994,533,28945,180457,3469,812,14626,27984,14706,14173,0,6453,289624,14706,True,3,"('DEM Golden, Jared F.', 'REP Poliquin, Bruce')","DEM Golden, Jared F.",13838,"Counter({'REP Poliquin, Bruce': 133993, 'DEM Golden, Jared F.': 131822, 'Bond, Tiffany L.': 16415, 'Hoar, William R.S.': 6782, -1: 6641, -2: 424})","{'REP Poliquin, Bruce', 'Hoar, William R.S.', 'Bond, Tiffany L.', 'DEM Golden, Jared F.'}","Counter({1: 277524, 5: 7706, 0: 5928, 2: 3469, 3: 812, 4: 638})",12625,179501,3509,3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,NM,2018,Councilor District 2,Carol Romero-Wirth,3,1,3310,0.5290920716112532,3310,0.5290920716112532,1,6256,6256,6433,0.5290920716112532,0,0.9029731457800512,True,4280,5139,173,4,0,0,0,84,27,True,0.5925511508951407,True,True,0: 177; 1: 1117; 2: 859; 3: 4280,173,18,4,859,5650,50,34,27,118,177,173,0,177,6256,177,False,1,"('Carol Romero-Wirth', 'Nate Downey', 'Joe H. Arellano')",Carol Romero-Wirth,0,"Counter({'Carol Romero-Wirth': 3308, 'Nate Downey': 2022, 'Joe H. Arellano': 919, -1: 181, -2: 3})","{'Carol Romero-Wirth', 'Joe H. Arellano', 'Nate Downey'}","Counter({1: 6174, 0: 175, 2: 50, 3: 34})",84,5649,1418,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,NM,2018,Councilor District 4,Joanne Vigil Coppler,3,2,2565,0.5646048866387849,2121,0.4329454990814452,1,4899,4543,5080,0.5235762400489896,356,0.8554807103490508,True,3447,3809,173,8,4,352,0,99,25,True,0.5235762400489896,True,True,0: 181; 1: 1090; 2: 362; 3: 3447,173,28,12,362,4192,56,43,25,143,537,525,0,181,4899,537,False,2,"('JoAnne Vigil Coppler', 'Greg Scargall')",JoAnne Vigil Coppler,0,"Counter({'JoAnne Vigil Coppler': 2115, 'Greg Scargall': 1468, 'Eric John Holmes': 1304, -1: 187, -2: 6})","{'JoAnne Vigil Coppler', 'Eric John Holmes', 'Greg Scargall'}","Counter({1: 4804, 0: 177, 2: 56, 3: 43})",99,4191,587,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,NM,2018,Mayor,Alan Webber,5,4,13088,0.6618792353595631,8080,0.39215686274509803,1,20604,19774,20670,0.6352164628227529,830,0.6973403222675209,True,12876,17854,40,26,26,804,0,570,191,True,0.6352164628227529,True,True,0: 66; 1: 2750; 2: 1945; 3: 1907; 4: 1126; 5: 12876,40,208,52,1945,17614,356,41,191,861,896,844,0,66,20604,896,False,4,"('Alan Webber', 'Ronald S. Trujillo')",Alan Webber,0,"Counter({'Alan Webber': 8076, 'Ronald S. Trujillo': 5013, 'Kate I. Noble': 4610, 'Joseph M. Maestas': 1648, 'Peter N. Ives': 1235, -1: 67, -2: 21})","{'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber'}","Counter({1: 20045, 2: 356, 5: 151, 0: 55, 3: 41, 4: 22})",570,17587,6402,6402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastpointe,MI,2019,City Council,Sarah A. Lucido,4,4,2690,0.5775010734220696,1853,0.3703037569944045,1,5004,4658,5145,0.5375699440447642,346,0.7779776179056754,True,2517,4166,118,21,6,340,0,359,23,True,0.5375699440447642,True,True,0: 141; 1: 838; 2: 1301; 3: 348; 4: 2517,118,42,27,1301,4169,169,47,23,414,487,460,0,141,5004,487,False,4,"('Sarah A. Lucido', 'Harvey Curley')",Sarah A. Lucido,377,"Counter({'Sarah A. Lucido': 1852, 'Harvey Curley': 1607, 'Mary Hall-Rayford': 1057, 'Larry Edwards': 463, -1: 126, -2: 21, -3: 19})","{'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley'}","Counter({1: 4656, 2: 169, 4: 143, 0: 130, 3: 47})",359,4160,722,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
