"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"200100","421100","1000","9","721","1.248266296","9","100"
"200100","421100","1001","53","721","7.350901525","53","100"
"200100","421100","1002","48","721","6.657420249","56","85.714285714"
"200100","421100","1003","19","721","2.635228848","73","26.02739726"
"200100","421100","1007","42","721","5.825242718","47","89.361702127"
"200100","421100","1008","46","721","6.380027739","46","100"
"200100","421100","1009","81","721","11.234396671","81","100"
"200100","421100","1010","108","721","14.979195561","113","95.575221238"
"200100","421100","1011","101","721","14.008321775","101","100"
"200100","421100","1012","3","721","0.416088765","3","100"
"200100","421100","1013","17","721","2.357836338","17","100"
"200100","421100","2004","43","721","5.963938973","103","41.747572815"
"200100","421100","2007","117","721","16.227461858","117","100"
"200100","421100","2015","16","721","2.219140083","87","18.390804597"
"200100","421100","2019","18","721","2.496532593","40","45"
"200200","421500","1000","67","707","9.476661951","200","33.5"
"200200","421500","1004","39","707","5.516265912","70","55.714285714"
"200200","421500","1005","67","707","9.476661951","67","100"
"200200","421500","1006","13","707","1.838755304","13","100"
"200200","421500","1007","67","707","9.476661951","67","100"
"200200","421500","1008","71","707","10.042432814","71","100"
"200200","421500","1009","23","707","3.253182461","23","100"
"200200","421500","1012","20","707","2.828854314","20","100"
"200200","421500","1013","12","707","1.697312588","12","100"
"200200","421500","1014","2","707","0.282885431","15","13.333333333"
"200200","421500","1016","67","707","9.476661951","67","100"
"200200","421500","1017","54","707","7.637906647","54","100"
"200200","421500","1018","17","707","2.404526166","29","58.620689655"
"200200","421500","1024","13","707","1.838755304","13","100"
"200200","421500","1025","46","707","6.506364922","58","79.310344827"
"200200","421500","2013","23","707","3.253182461","98","23.469387755"
"200200","421600","1000","54","707","7.637906647","219","24.657534246"
"200200","421600","1002","52","707","7.355021216","128","40.625"
"200300","421600","1000","165","561","29.411764705","219","75.342465753"
"200300","421600","1001","95","561","16.934046345","95","100"
"200300","421600","1002","3","561","0.534759358","128","2.34375"
"200300","421600","1003","58","561","10.338680926","107","54.205607476"
"200300","421600","1004","40","561","7.130124777","40","100"
"200300","421600","1005","52","561","9.26916221","52","100"
"200300","421600","1006","64","561","11.408199643","64","100"
"200300","421600","1008","26","561","4.634581105","26","100"
"200300","421600","1010","16","561","2.85204991","16","100"
"200300","421600","2010","42","561","7.486631016","75","56"
"200600","421600","1002","73","650","11.23076923","128","57.03125"
"200600","421600","1003","49","650","7.538461538","107","45.794392523"
"200600","421600","2000","76","650","11.692307692","85","89.411764705"
"200600","421600","2001","95","650","14.615384615","95","100"
