"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"200100","421100","1000","9","739","1.217861975","9","100"
"200100","421100","1001","67","739","9.066305818","67","100"
"200100","421100","1002","41","739","5.548037889","49","83.673469387"
"200100","421100","1003","18","739","2.435723951","71","25.352112676"
"200100","421100","1007","43","739","5.818673883","48","89.583333333"
"200100","421100","1008","48","739","6.49526387","48","100"
"200100","421100","1009","83","739","11.231393775","83","100"
"200100","421100","1010","109","739","14.749661705","114","95.614035087"
"200100","421100","1011","104","739","14.073071718","104","100"
"200100","421100","1012","1","739","0.135317997","1","100"
"200100","421100","1013","16","739","2.165087956","16","100"
"200100","421100","2004","45","739","6.089309878","104","43.269230769"
"200100","421100","2007","120","739","16.238159675","120","100"
"200100","421100","2015","17","739","2.300405953","89","19.101123595"
"200100","421100","2019","18","739","2.435723951","40","45"
"200200","421500","1000","68","726","9.366391184","202","33.663366336"
"200200","421500","1004","39","726","5.371900826","72","54.166666666"
"200200","421500","1005","72","726","9.917355371","72","100"
"200200","421500","1006","14","726","1.928374655","14","100"
"200200","421500","1007","72","726","9.917355371","72","100"
"200200","421500","1008","67","726","9.228650137","67","100"
"200200","421500","1009","27","726","3.719008264","27","100"
"200200","421500","1012","20","726","2.754820936","20","100"
"200200","421500","1013","12","726","1.652892561","12","100"
"200200","421500","1014","1","726","0.137741046","14","7.142857142"
"200200","421500","1016","67","726","9.228650137","67","100"
"200200","421500","1017","56","726","7.713498622","56","100"
"200200","421500","1018","17","726","2.341597796","29","58.620689655"
"200200","421500","1024","13","726","1.790633608","13","100"
"200200","421500","1025","47","726","6.473829201","61","77.049180327"
"200200","421500","2013","25","726","3.44352617","101","24.752475247"
"200200","421600","1000","55","726","7.575757575","234","23.504273504"
"200200","421600","1002","54","726","7.438016528","181","29.834254143"
"200300","421600","1000","179","575","31.130434782","234","76.495726495"
"200300","421600","1001","98","575","17.04347826","98","100"
"200300","421600","1002","3","575","0.52173913","181","1.657458563"
"200300","421600","1003","57","575","9.913043478","102","55.882352941"
"200300","421600","1004","39","575","6.782608695","39","100"
"200300","421600","1005","49","575","8.52173913","49","100"
"200300","421600","1006","60","575","10.434782608","60","100"
"200300","421600","1008","27","575","4.695652173","27","100"
"200300","421600","1010","16","575","2.782608695","16","100"
"200300","421600","2010","47","575","8.173913043","83","56.626506024"
"200600","421600","1002","124","677","18.316100443","181","68.508287292"
"200600","421600","1003","45","677","6.646971935","102","44.117647058"
"200600","421600","2000","35","677","5.16986706","45","77.777777777"
"200600","421600","2001","105","677","15.509601181","105","100"
"200600","421600","2002","23","677","3.397341211","181","12.70718232"
"200600","421600","2003","19","677","2.806499261","33","57.575757575"
"200600","421600","2005","32","677","4.726735598","88","36.363636363"
"200600","421600","2006","55","677","8.124076809","55","100"
"200600","421600","2007","62","677","9.158050221","62","100"
"200600","421600","2008","47","677","6.942392909","47","100"
"200600","421600","2009","94","677","13.884785819","145","64.827586206"
"200600","421600","2010","36","677","5.317577548","83","43.373493975"
"200700","421500","1025","14","648","2.160493827","61","22.950819672"
"200700","421500","2000","9","648","1.388888888","42","21.428571428"
"200700","421500","2001","28","648","4.320987654","28","100"
"200700","421500","2002","17","648","2.62345679","62","27.419354838"
"200700","421500","2003","56","648","8.641975308","56","100"
"200700","421500","2004","33","648","5.092592592","33","100"
"200700","421500","2005","15","648","2.314814814","55","27.272727272"
"200700","421500","2009","53","648","8.179012345","61","86.885245901"
"200700","421500","2010","27","648","4.166666666","27","100"
"200700","421500","2011","11","648","1.697530864","38","28.947368421"
"200700","421500","2013","55","648","8.48765432","101","54.455445544"
"200700","421500","2014","24","648","3.703703703","24","100"
"200700","421500","2015","51","648","7.87037037","56","91.071428571"
"200700","421500","2018","59","648","9.104938271","81","72.839506172"
"200700","421500","2019","18","648","2.777777777","33","54.545454545"
"200700","421500","3000","37","648","5.709876543","37","100"
"200700","421500","3001","4","648","0.61728395","4","100"
"200700","421500","3002","57","648","8.796296296","57","100"
"200700","421500","3003","23","648","3.549382716","61","37.704918032"
"200700","421500","3004","16","648","2.469135802","37","43.243243243"
"200700","421500","3005","16","648","2.469135802","17","94.117647058"
"200700","421500","3022","25","648","3.858024691","33","75.757575757"
"200800","421500","1000","134","614","21.824104234","202","66.336633663"
"200800","421500","1001","9","614","1.465798045","9","100"
"200800","421500","1002","5","614","0.814332247","5","100"
"200800","421500","1003","21","614","3.420195439","21","100"
"200800","421500","1004","33","614","5.374592833","72","45.833333333"
"200800","421500","1014","13","614","2.117263843","14","92.857142857"
"200800","421500","1015","4","614","0.651465798","4","100"
"200800","421500","1018","12","614","1.954397394","29","41.379310344"
"200800","421500","1019","35","614","5.700325732","35","100"
"200800","421500","1020","79","614","12.866449511","79","100"
"200800","421500","1021","2","614","0.325732899","2","100"
"200800","421500","1022","66","614","10.749185667","66","100"
"200800","421500","1023","13","614","2.117263843","13","100"
"200800","421500","1026","34","614","5.537459283","34","100"
"200800","421500","2000","33","614","5.374592833","42","78.571428571"
"200800","421500","2002","45","614","7.328990228","62","72.580645161"
"200800","421500","2011","27","614","4.397394136","38","71.052631578"
"200800","421500","2012","28","614","4.560260586","28","100"
"200800","421500","2013","21","614","3.420195439","101","20.792079207"
"201000","421100","1002","8","589","1.358234295","49","16.326530612"
"201000","421100","1003","53","589","8.998302207","71","74.647887323"
"201000","421100","1004","35","589","5.942275042","35","100"
"201000","421100","1005","11","589","1.867572156","11","100"
"201000","421100","1006","9","589","1.528013582","9","100"
"201000","421100","1007","5","589","0.848896434","48","10.416666666"
"201000","421100","1010","5","589","0.848896434","114","4.385964912"
"201000","421100","2000","22","589","3.735144312","22","100"
