candidate,r1_active_percent,r1_count,r1_transfer
SPENCER SIMONSEN,5.034,1166.0,
AARON PESKIN,54.847,12703.0,
writeIns,0.095,22.0,
DANNY SAUTER,35.249,8164.0,
STEPHEN (LULU) SCHWARTZ,4.775,1106.0,
exhaust,0.0,76.0,
colsum,100.0,23237.0,
