candidate,r1_active_percent,r1_count,r1_transfer
DEAN PRESTON,51.667,17372.0,
VALLIE BROWN,40.437,13596.0,
writeIns,0.059,20.0,
DANIEL LANDRY,5.342,1796.0,
NOMVULA O'MEARA,2.495,839.0,
exhaust,0.0,71.0,
colsum,100.0,33694.0,
