candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer
Susan Collins,46.894,454.2483149480007,2.926534449,47.328,457.1748493970007,11.891471712000001,48.979,469.0663211090007,
Sara Gideon,47.525,460.3550443879995,0.24623922,47.683,460.6012836079995,28.027471745999996,51.021,488.62875535399957,
Max Linn,0.921,8.925392197999999,-8.925392198,0.0,0.0,0.0,0.0,0.0,
Lisa Savage,4.659,45.134413474999995,3.0599255110000003,4.989,48.194338986,-48.194338986000005,0.0,0.0,
exhaust,0.0,0.0,2.692693018,0.0,2.692693018,8.275395528,0.0,10.968088546,
colsum,99.99900000000001,968.6631650090003,-8.881784197001252e-16,100.0,968.6631650090003,-3.552713678800501e-15,100.0,968.6631650090003,
