candidate,r1_active_percent,r1_count,r1_transfer
Joe Biden,54.557,537.3720897329998,
Rocky De La Fuente,0.739,7.274198457000001,
Jo Jorgensen,2.067,20.358489400999996,
Howie Hawkins,1.685,16.600901957,
Donald Trump,40.953,403.3749673620004,
exhaust,0.0,0.0,
colsum,100.001,984.9806469100004,
