candidate,r1_active_percent,r1_count,r1_transfer
Joe Biden,60.049,292.97855734099966,
Rocky De La Fuente,0.801,3.9096168909999998,
Jo Jorgensen,1.978,9.648884272,
Howie Hawkins,1.815,8.854791236999999,
Donald Trump,35.357,172.50607239299978,
exhaust,0.0,0.0,
colsum,100.0,487.8979221339994,
