,Rank 1,Rank 2,Rank 3,Did Not Rank
ADOLFO CABRAL,736.00,2003.00,3478.00,3361.00
DARRYL MOORE,3407.00,4116.00,4732.00,2107.00
DENISHA DELANE,1631.00,3443.00,3950.00,2889.00
writeIns,30.00,62.00,105.00,6734.00
