,Rank 1,Rank 2,Rank 3,Did Not Rank
ABDI ABDULLE,6.64,16.80,29.30,70.70
ALONDRA CANO,39.40,63.53,71.07,28.93
CHARLES CURTIS,7.84,16.66,25.64,74.36
GREGORY MCDONALD,2.71,7.61,13.74,86.26
PAT FLEETHAM,3.55,12.53,23.92,76.08
TY MOORE,36.40,54.27,61.09,38.91
writeIns,0.42,1.18,2.18,97.82
