,Rank 1,Rank 2,Rank 3,Did Not Rank
ABRAHAM SIMMONS,2074.00,5469.00,7726.00,21185.00
BARBARA BERWICK,537.00,2061.00,3880.00,25031.00
JANET REILLY,9898.00,12637.00,14020.00,14891.00
KAT ANDERSON,1707.00,4727.00,7419.00,21492.00
MARK FARRELL,9700.00,13246.00,14596.00,14315.00
VILMA B. GUINTO PEORO,160.00,532.00,1207.00,27704.00
writeIns,18.00,49.00,84.00,28827.00
