,Rank 1,Rank 2,Rank 3,Did Not Rank
Barbara A. Johnson,46.54,58.91,66.29,33.71
Grant Cermak,11.62,20.59,30.82,69.18
Marcus Harcus,13.31,29.23,40.43,59.57
Troy Parker,27.72,46.90,55.39,44.61
writeIns,0.12,0.36,0.69,99.31
