,Rank 1,Rank 2,Rank 3,Did Not Rank
AARON PESKIN,49.94,57.94,63.68,36.32
JULIE CHRISTENSEN,41.40,53.18,61.11,38.89
WILMA PANG,3.76,29.44,41.27,58.73
