,Rank 1,Rank 2,Rank 3,Did Not Rank
Abdi Warsame,49.06,64.70,66.45,33.55
Fadumo Yusuf,2.47,6.16,13.76,86.24
Mohamud Noor,45.83,56.85,58.01,41.99
Tiffini Forslund,0.08,0.11,0.15,99.85
writeIns,0.35,0.89,2.43,97.57
