,Rank 1,Rank 2,Rank 3,Did Not Rank
CHERI SPIGNER,1310.00,2827.00,5090.00,14928.00
KARL DEBRO,5316.00,8931.00,10902.00,9116.00
NINA SENN,6183.00,9470.00,11422.00,8596.00
SALEEM SHAKIR-GILMORE,3311.00,6849.00,9154.00,10864.00
