,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
BENNY LEE,10271.00,13761.00,16636.00,12067.00,28703.00
CHRIS CROW,5687.00,10282.00,14529.00,14174.00,28703.00
DARLENE DAEVU,4655.00,10172.00,14126.00,14577.00,28703.00
JUSTIN HUTCHISON,2434.00,5874.00,9347.00,19356.00,28703.00
writeIns,228.00,349.00,463.00,28240.00,28703.00
