,Rank 1,Rank 2,Rank 3,Did Not Rank
"Crafts, Lydia V.",1010.00,1549.00,1771.00,312.00
"Levesque, David J.",273.00,748.00,1562.00,521.00
"Pieh, Wendy",741.00,1394.00,1799.00,284.00
