,Rank 1,Rank 2,Rank 3,Did Not Rank
HERMY B. ALMONTE,36.79,63.74,63.89,36.11
JIM PROLA,44.85,69.35,69.51,30.49
writeIns,0.92,1.84,6.00,94.00
