,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
DAVID LUCE,1931.00,3578.00,3596.00,4862.00,8458.00
JON OLSON,4070.00,5121.00,5124.00,3334.00,8458.00
writeIns,53.00,111.00,286.00,8172.00,8458.00
