,Rank 1,Rank 2,Rank 3,Did Not Rank
ANNIE CAMPBELL WASHINGTON,11358.00,14574.00,15595.00,4423.00
JILL BROADHURST,5335.00,11620.00,12816.00,7202.00
PAUL LIM,1011.00,3484.00,9152.00,10866.00
