,Rank 1,Rank 2,Rank 3,Did Not Rank
Ginger Jentzen,3297.00,4291.00,5213.00,4664.00
Samantha Pree-Stinson,1007.00,2828.00,4579.00,5298.00
Steve Fletcher,2709.00,5641.00,6922.00,2955.00
Tim Bildsoe,2552.00,4378.00,5496.00,4381.00
writeIns,27.00,67.00,193.00,9684.00
