,Rank 1,Rank 2,Rank 3,Did Not Rank
MIKE HUTCHINSON,36.72,56.81,57.08,42.92
ROSIE TORRES,44.54,63.59,63.79,36.21
writeIns,0.62,2.08,6.60,93.40
