,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
AIMEE ENG,8907.00,10430.00,10430.00,4863.00,15293.00
WILLIAM ''BO'' GHIRARDELLI,2803.00,6635.00,6635.00,8658.00,15293.00
