,Rank 1,Rank 2,Rank 3,Did Not Rank
ALEJANDRO SOTO-VIGIL,37.16,62.79,68.11,31.89
LINDA MAIO,49.73,70.06,75.63,24.37
MERRILIE MITCHELL,4.19,17.34,43.66,56.34
