,Rank 1,Rank 2,Rank 3,Did Not Rank
ABEL GUILLEN,4886.00,7340.00,8871.00,6422.00
ANDREW PARK,2600.00,5306.00,7328.00,7965.00
DANA KING,4459.00,6891.00,8182.00,7111.00
KEN MAXEY,311.00,833.00,1668.00,13625.00
KEVIN BLACKBURN,1299.00,3417.00,5528.00,9765.00
