,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Bruce Lundeen,419.00,612.00,888.00,7023.00,7911.00
David Schorn,709.00,2449.00,4532.00,3379.00,7911.00
Lisa Bender,4886.00,5815.00,6305.00,1606.00,7911.00
Saralyn Romanishan,1562.00,3809.00,4876.00,3035.00,7911.00
writeIns,20.00,107.00,192.00,7719.00,7911.00
