,Rank 1,Rank 2,Rank 3,Did Not Rank
BERNT RAINER WAHL,2331.00,6247.00,10737.00,46755.00
JACQUELYN MCCORMICK,6026.00,13716.00,20098.00,37394.00
KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,2260.00,6093.00,10861.00,46631.00
KRISS WORTHINGTON,11534.00,23078.00,27289.00,30203.00
MARK SCHWARTZ,11.00,17.00,27.00,57465.00
TOM BATES,28692.00,35029.00,38401.00,19091.00
ZACHARY RUNNINGWOLF,2023.00,5432.00,9710.00,47782.00
writeIns,190.00,387.00,547.00,56945.00
