,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
SOPHIE HAHN,56.81,69.39,69.39,30.61,100.00
STEPHEN MURPHY,34.18,57.05,57.05,42.95,100.00
