,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
BEN GOULD,994.00,1708.00,1708.00,912.00,2620.00
KATE HARRISON,1608.00,2037.00,2037.00,583.00,2620.00
