,Rank 1,Rank 2,Rank 3,Did Not Rank
ALLEN SCHOENFELD,11.21,23.74,54.54,45.46
LEE THOMAS,44.60,60.28,69.45,30.55
VICTOR AGUILAR,26.72,56.36,63.84,36.16
