,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Andrea Jenkins,69.68,83.14,85.79,14.21,100.00
April Kane,8.65,37.38,52.08,47.92,100.00
David Holsinger,4.71,7.69,13.55,86.45,100.00
Terry White,12.19,35.20,52.39,47.61,100.00
writeIns,0.21,0.75,1.66,98.34,100.00
