,Rank 1,Rank 2,Rank 3,Did Not Rank
AL G. MURRAY,133.00,616.00,1796.00,6480.00
BEN BARTLETT,4060.00,5303.00,5898.00,2378.00
DEBORAH MATTHEWS,1482.00,2989.00,3899.00,4377.00
MARK A. COPLAN,1443.00,3380.00,4518.00,3758.00
