,Rank 1,Rank 2,Rank 3,Did Not Rank
"Barbara A. ""Barb"" Johnson",2258.00,2936.00,3493.00,1856.00
Dana Hansen,220.00,518.00,1141.00,4208.00
Phillipe M. Cunningham,2140.00,3213.00,3651.00,1698.00
Stephanie Gasca,634.00,2232.00,3095.00,2254.00
writeIns,11.00,45.00,109.00,5240.00
