,Rank 1,Rank 2,Rank 3,Did Not Rank
"Arford, Poppy",899.00,1450.00,1874.00,484.00
"Perreault, Corinne Ann",613.00,1277.00,1763.00,595.00
"Wilson, Katherine E.",657.00,1200.00,1783.00,575.00
