,Rank 1,Rank 2,Rank 3,Did Not Rank
Andrea Jenkins,5766.00,6880.00,7099.00,1176.00
April Kane,716.00,3093.00,4310.00,3965.00
David Holsinger,390.00,636.00,1121.00,7154.00
Terry White,1009.00,2913.00,4335.00,3940.00
writeIns,17.00,62.00,137.00,8138.00
