,Rank 1,Rank 2,Rank 3,Did Not Rank
CAROL LEE TOLBERT,22606.00,51864.00,74997.00,81835.00
IGNACIO DE LA FUENTE,42680.00,65322.00,77454.00,79378.00
MICK STORM,4567.00,14544.00,27366.00,129466.00
REBECCA KAPLAN,65041.00,88498.00,98167.00,58665.00
THERESA ANDERSON,8805.00,23961.00,44982.00,111850.00
writeIns,821.00,1692.00,2487.00,154345.00
