,Rank 1,Rank 2,Rank 3,Did Not Rank
CHRISTINE JOHNSON,6267.00,13629.00,17969.00,10903.00
MATT HANEY,14288.00,17696.00,21755.00,7117.00
SONJA TRAUSS,4775.00,11693.00,17057.00,11815.00
