,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
KRISS WORTHINGTON,833.00,1145.00,1145.00,641.00,1786.00
SEAN BARRY,670.00,1035.00,1035.00,751.00,1786.00
