,Rank 1,Rank 2,Rank 3,Did Not Rank
"Abbott, Heather",33.99,60.14,81.33,18.67
"Bell, Arthur L.",37.27,66.20,83.69,16.31
"Fromuth, Peter J.",23.74,47.56,78.73,21.27
