,Rank 1,Rank 2,Rank 3,Did Not Rank
GEORGE BEIER,24.13,45.43,59.77,40.23
JACQUELYN MCCORMICK,16.86,33.04,47.00,53.00
LORI DROSTE,26.55,46.66,64.24,35.76
MIKE ALVAREZ COHEN,23.47,42.00,54.49,45.51
