,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
LARRY E. REID,46.84,60.16,71.97,28.03,100.00
MARCIE HODGE,21.84,48.35,58.92,41.08,100.00
NEHANDA IMARA,18.40,35.35,54.99,45.01,100.00
