,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
AMY LEMLEY,7255.00,13177.00,16268.00,17912.00,34180.00
CRAIG BRANDT,1386.00,3596.00,5436.00,28744.00,34180.00
DAN KALB,8259.00,13253.00,17528.00,16652.00,34180.00
DONALD MACLEAY,1858.00,3071.00,4668.00,29512.00,34180.00
GORDON ''DON'' LINK,2152.00,4073.00,6140.00,28040.00,34180.00
LEN RAPHAEL,1905.00,3673.00,5492.00,28688.00,34180.00
RICHARD RAYA,5737.00,9970.00,13465.00,20715.00,34180.00
writeIns,107.00,203.00,265.00,33915.00,34180.00
