,Rank 1,Rank 2,Rank 3,Did Not Rank
Bruce Lundeen,5.30,7.74,11.22,88.78
David Schorn,8.96,30.96,57.29,42.71
Lisa Bender,61.76,73.51,79.70,20.30
Saralyn Romanishan,19.74,48.15,61.64,38.36
writeIns,0.25,1.35,2.43,97.57
