,Rank 1,Rank 2,Rank 3,Did Not Rank
ANDREW BLEY,2.33,5.48,9.98,90.02
F. X. FRANCIS XAVIER CROWLEY,21.91,38.06,47.16,52.84
GLENN ROGERS,1.69,4.54,8.00,92.00
JOEL ENGARDIO,11.79,19.89,30.78,69.22
JULIAN P. LAGOS,3.09,8.15,13.00,87.00
LYNN GAVIN,2.03,5.37,9.47,90.53
MICHAEL GARCIA,15.59,27.85,35.77,64.23
NORMAN YEE,25.97,39.58,47.26,52.74
ROBERT J. SQUERI,4.37,11.33,17.55,82.45
