,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
ANN-MARIE HOGAN,68.34,68.72,68.72,31.28,100.00
writeIns,1.56,3.15,3.15,96.85,100.00
