,Rank 1,Rank 2,Rank 3,Did Not Rank
AMY FARAH WEISS,11.44,26.84,37.93,62.07
ED LEE,52.09,55.51,58.26,41.74
FRANCISCO HERRERA,14.18,26.32,34.81,65.19
KENT GRAHAM,4.35,10.01,15.39,84.61
REED MARTIN,2.29,6.56,11.32,88.68
STUART SCHUFFMAN,9.03,18.76,28.05,71.95
writeIns,0.03,0.04,0.04,99.96
