,Rank 1,Rank 2,Rank 3,Did Not Rank
Alix Amelia Rosenthal,26.34,51.20,55.75,44.25
Bevan Dufty,59.58,72.28,76.31,23.69
Starchild,4.38,15.51,32.00,68.00
writeIns,0.01,0.01,0.01,99.99
