,Rank 1,Rank 2,Rank 3,Did Not Rank
BENJAMIN LANG,4391.00,10545.00,14348.00,14588.00
JUMOKE HINTON HODGE,8905.00,12565.00,15497.00,13439.00
KHARYSHI ''MS. K'' WIGINTON,7400.00,12262.00,15375.00,13561.00
LUCKY NARAIN,1616.00,2982.00,5046.00,23890.00
MISTY CROSS,39.00,50.00,53.00,28883.00
