,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
ALEJANDRO SOTO-VIGIL,2270.00,3836.00,4161.00,1948.00,6109.00
LINDA MAIO,3038.00,4280.00,4620.00,1489.00,6109.00
MERRILIE MITCHELL,256.00,1059.00,2667.00,3442.00,6109.00
