,Rank 1,Rank 2,Rank 3,Did Not Rank
David Ferguson,6.62,16.64,24.41,75.59
Doug Chan,14.72,30.53,44.23,55.77
Ed Jew,23.58,37.80,47.72,52.28
Houston Zheng,1.06,3.69,10.83,89.17
Jaynry Mak,20.78,36.05,46.67,53.33
Ron Dudum,23.35,33.58,40.55,59.45
writeIns,0.01,0.01,0.02,99.98
