,Rank 1,Rank 2,Rank 3,Did Not Rank
James Boris Perez,2.22,5.91,10.57,89.43
Lucrecia Bermudez,3.91,12.32,26.35,73.65
Miguel Bustos,16.54,32.47,50.49,49.51
Renee Saucedo,20.92,51.18,63.14,36.86
Steve Zeltzer,3.07,7.16,12.41,87.59
Tom Ammiano,47.92,64.25,71.75,28.25
writeIns,0.06,0.06,0.08,99.92
