,Rank 1,Rank 2,Rank 3,Did Not Rank
Brad Bourn,39.50,48.00,52.26,47.74
Geneva Hanvik,2.72,7.74,13.05,86.95
Meg Forney,29.84,47.51,51.78,48.22
Steven Jecha,9.60,18.74,25.50,74.50
writeIns,0.35,0.59,0.84,99.16
